"score","count"
1,"122"
2,"83"
3,"33"
4,"22"
5,"13"
6,"8"
7,"5"
8,"1"
9,"2"
10,"2"
11,"2"
12,"2"
13,"1"
14,"1"
15,"1"
17,"1"
19,"1"
20,"3"
22,"1"
23,"1"
25,"1"
26,"1"
27,"2"
28,"2"
31,"1"
33,"1"
34,"1"
39,"1"
41,"1"
46,"1"
47,"1"
53,"1"
58,"1"
61,"1"
62,"1"
69,"2"
88,"1"
93,"1"
101,"1"
102,"1"
103,"1"
108,"1"
110,"1"
136,"1"
171,"1"
185,"1"
213,"1"
279,"1"
